1,1671023434.817453953,267.553,68.377,261.078,136.578,220.87,138.683,300.877,134.494,210.309,219.426,313.058,201.782,200.657,272.731,301.604,254.042,265.642,204.032,-130.31,426.76,1419.7,-152.643,268.141,1480.26,-255.494,261.342,1472.7,-49.7914,274.94,1487.82,-293.008,55.0036,1526.34,-18.9671,104.511,1561.28,-274.607,-75.3744,1314.79,-43.3938,-33.1492,1347.85,-142.249,94.1996,1495.29
1,1671023434.847991272,267.045,68.8807,260.225,136.824,220.214,138.212,300.184,135.438,210.452,216.824,313.238,204.826,198.986,279.936,307.259,256.763,263.261,205.285,-131.69,425.892,1420.98,-154.632,267.122,1478.15,-257.97,263.36,1477.2,-51.2942,270.884,1479.1,-292.971,62.0302,1528.13,-18.455,96.0725,1559.44,-286.961,-94.7771,1354.96,-29.6069,-38.9845,1327.83,-148.361,90.8468,1494.09
1,1671023434.881712960,265.939,69.9882,259.47,138.889,219.536,140.833,299.459,136.943,210.091,217.683,313.194,206.34,201.425,267.897,307.922,256.876,263.194,206.184,-134.824,424.342,1425.04,-157.354,263.061,1485.42,-261.344,258.179,1486.42,-53.3638,267.944,1484.42,-296.93,60.3416,1543.7,-18.6277,92.1982,1563.85,-283.124,-66.6636,1364.35,-28.2251,-39.4708,1335.31,-149.039,88.7924,1499.16
1,1671023434.915803353,265.283,70.6689,259.058,138.672,219.263,140.788,299.128,136.542,210.223,217.811,314.648,209.896,201.381,271.003,299.134,254.829,262.944,206.007,-136.768,423.592,1428.24,-158.324,263.459,1484.48,-262.608,258.844,1489.57,-54.0393,268.074,1479.38,-298.582,60.4021,1554.15,-14.6135,82.264,1560.18,-286.181,-74.8589,1378.56,-49.484,-35.1971,1355.11,-149.833,89.3412,1500.54
1,1671023434.945918816,265.045,70.87,259.004,138.833,219.182,140.984,299.164,136.663,209.883,218.475,314.642,209.551,206.853,266.567,307.626,256.107,262.902,206.105,-137.605,423.842,1430.78,-158.46,263.032,1484.42,-263.02,258.528,1490.71,-53.8997,267.537,1478.14,-300.414,58.7721,1558.86,-14.6264,83.1864,1559.78,-275.876,-64.828,1393.2,-29.0682,-37.8673,1342.27,-149.978,89.1036,1500.88
1,1671023434.983186171,265.463,70.5941,259.53,139.872,219.404,141.931,299.975,137.797,210.401,219.836,315.169,211.216,212.012,264.08,307.016,254.065,263.241,206.755,-136.51,424.378,1430.25,-157.334,260.728,1486.69,-262.774,256.38,1492.6,-51.8947,265.076,1480.79,-300.309,55.2962,1565.68,-13.1603,78.4687,1556.44,-264.178,-58.9576,1397.86,-30.107,-32.6389,1324.94,-149.286,87.512,1502.88
1,1671023435.015970719,265.92,70.2365,260.339,140.094,219.82,142.052,301.123,138.123,210.224,220.854,312.335,204.044,204.722,262.46,306.107,254.037,263.926,207.049,-135.318,425.123,1429.74,-155.307,260.282,1487.44,-261.634,256.013,1492.3,-48.9805,264.552,1482.59,-299.277,52.2399,1557.78,-21.05,98.8211,1569.15,-279.087,-54.4184,1383.35,-32.6296,-32.9943,1341.99,-147.589,86.7978,1503.93
1,1671023435.052437818,265.774,70.7311,260.939,141.158,221.143,143.111,301.521,139.166,211.509,221.591,311.841,203.611,208.578,257.519,308.054,255.02,263.898,209.888,-135.954,424.735,1432.61,-154.159,258.206,1491.46,-260.553,255.575,1506.02,-47.764,260.836,1476.9,-298.55,50.7005,1572.4,-22.3113,99.5904,1562.57,-272.825,-42.9316,1399.12,-27.5926,-34.7206,1319.81,-147.816,79.4017,1505.5
1,1671023435.080273734,265.684,71.1058,261.176,141.902,220.951,143.72,302.014,140.056,211.565,222.685,313.276,206.522,214.774,264.169,305.604,255.246,264.237,209.71,-136.393,424.457,1434.85,-153.603,256.364,1492.05,-260.598,253.518,1503.35,-46.6087,259.211,1480.76,-298.818,47.755,1574.63,-18.3554,91.458,1559.74,-259.002,-59.538,1406.44,-33.5608,-35.5703,1332.05,-147.196,80.0191,1508.31
1,1671023435.116154793,265.812,71.2459,261.455,142.373,221.091,144.011,302.372,140.713,211.564,222.586,314.569,208.687,211.779,260.69,307.794,253.982,264.25,209.653,-136.197,424.492,1436.16,-153.087,255.49,1494.14,-260.393,252.911,1504.3,-45.7808,258.07,1483.99,-298.961,48.0499,1575.37,-14.8356,85.6064,1560.9,-264.04,-50.5199,1394.12,-28.2635,-32.4027,1323.14,-147.352,80.2751,1510.24
1,1671023435.149553548,266.247,71.1734,262.035,142.401,221.697,143.992,302.969,140.786,218.674,216.354,314.805,208.179,211.057,261.309,309.065,254.408,264.648,209.584,-135.074,424.58,1435.84,-151.741,255.703,1495.81,-259.226,253.38,1506.8,-44.2558,258.025,1484.83,-281.701,65.7923,1588.58,-14.1835,86.949,1560.04,-265.331,-51.9407,1391.66,-25.5389,-33.6791,1334.54,-146.387,80.5044,1511.16
1,1671023435.181448390,266.525,71.1516,262.355,142.05,222.332,143.673,303.116,140.396,218.012,218.67,314.915,208.018,214.549,250.18,309.37,255.677,264.804,209.818,-134.446,424.863,1436.61,-150.804,256.457,1494.85,-257.841,254.507,1508.49,-43.7679,258.407,1481.21,-284.214,59.4899,1592.34,-13.8706,87.3118,1558.66,-262.048,-25.3168,1419.94,-24.6005,-36.3106,1322.42,-145.772,79.7746,1509.08
1,1671023435.214107928,266.822,70.9369,262.794,141.375,222.908,142.977,303.317,139.747,220.306,217.239,314.952,206.418,218.397,254.413,317.254,258.589,265.133,203.377,-133.627,425.173,1435.84,-149.632,258.179,1494.59,-255.972,255.998,1506.44,-43.2915,260.36,1482.75,-277.558,63.4193,1590.84,-13.8183,91.9932,1563.99,-246.371,-34.9776,1385.56,-6.49435,-44.0016,1351.43,-144.813,96.7384,1508.13
1,1671023435.249077437,267.257,71.0542,263.345,141.34,223.636,142.714,303.753,139.942,220.671,217.89,315.758,206.344,222.652,258.866,306.4,256.583,265.28,205.959,-132.544,424.906,1435.93,-148.22,258.319,1494.88,-254.306,256.947,1507.94,-42.1339,259.692,1481.82,-278.159,61.9663,1600.14,-11.6109,92.2057,1564.17,-236.826,-45.9329,1390.09,-31.1706,-38.0374,1309.59,-144.418,89.9158,1508.06
1,1671023435.282474210,267.529,71.2853,263.737,141.168,223.415,142.371,304.477,139.953,219.875,218.179,316.21,205.991,217.985,252.723,315.824,258.752,265.963,206.342,-131.941,424.588,1436.82,-147.23,258.833,1495.24,-254.048,257.002,1502.97,-40.4121,260.663,1487.52,-279.316,60.923,1594.02,-10.431,93.6788,1572.64,-251.479,-31.3885,1408.58,-10.1257,-45.5053,1385.47,-143.059,89.1782,1512.73
1,1671023435.313826771,267.972,71.6173,264.182,141.223,224.08,142.802,304.842,139.623,220.53,218.513,316.331,205.287,206.875,256.515,264.373,256.897,266.713,207.01,-130.965,424.199,1438.34,-146.111,258.768,1495.7,-252.818,256.395,1506.05,-39.4035,261.142,1485.35,-278.377,60.1832,1599.12,-10.0868,95.5188,1571.04,-279.501,-40.8385,1411.78,-135.959,-41.3324,1396.56,-140.863,87.2796,1510.49
1,1671023435.348134975,268.645,71.8789,264.64,140.928,224.611,142.688,305.319,139.139,220.975,218.478,317.493,203.587,224.675,254.015,318.697,258.754,267.352,207.203,-129.372,423.87,1439.46,-144.962,259.633,1496.22,-251.792,257.075,1508.28,-38.1313,262.191,1484.16,-277.68,60.3993,1602.29,-6.87981,100.021,1568.28,-232.995,-34.2828,1396.63,-3.11295,-44.8431,1365.15,-139.191,86.7796,1510.67
1,1671023435.381619680,269.607,72.253,265.662,140.97,225.295,143.069,306.537,138.843,223.332,220.213,317.049,200.195,228.615,244.9,321.891,257.205,269.241,208.925,-127.026,423.183,1440.33,-142.373,259.684,1497.15,-249.693,255.769,1506.52,-35.0534,263.599,1487.78,-271.525,55.6242,1604.98,-8.02146,108.291,1553.26,-224.23,-12.0322,1402.05,4.61357,-42.0083,1394.06,-134.463,82.385,1513.67
1,1671023435.415524706,270.154,72.3717,265.981,140.958,225.318,142.798,307.137,139.096,223.517,220.439,317.827,201.659,224.003,250.931,323.975,254.353,269.133,208.792,-125.65,422.894,1440.37,-141.541,259.718,1497.17,-249.58,256.431,1506.2,-33.501,263.005,1488.15,-271.38,55.0649,1607.2,-5.92027,104.554,1556.89,-234.381,-26.7104,1395.11,9.80575,-35.4315,1409.41,-134.765,82.7477,1513.83
1,1671023435.446615373,270.6,72.6698,266.303,141.199,225.898,142.908,307.29,139.464,223.877,220.434,320.719,206.025,222.521,247.449,334.838,258.872,269.068,208.723,-124.541,422.19,1440.53,-140.72,259.131,1497.42,-248.37,256.47,1508.14,-33.0704,261.792,1486.7,-270.601,55.1272,1608.58,1.953,92.3622,1552.11,-240.052,-18.358,1407.13,36.4539,-46.4028,1403.79,-134.838,82.8701,1512.74
