1,1673265660.868788851,266.387,47.8824,266.426,123.162,229.115,124.118,304.403,122.189,220.049,202.418,317.261,193.319,211.577,246.924,316.131,239.962,267.2,184.76,-126.939,455.246,1352.9,-134.379,293.3,1433.23,-229.984,293.479,1445.93,-38.7749,293.121,1420.53,-268.345,100.982,1534.08,-7.2674,123.954,1516.05,-263.334,-16.8309,1387.8,-9.32233,0.0907211,1376.72,-133.351,139.627,1443.13
1,1673265660.902233478,266.455,47.9607,266.634,123.058,229.383,124.074,304.6,122.024,220.339,202.93,318.934,194.269,211.999,244.294,297.71,230.81,267.428,184.589,-126.777,455.057,1352.9,-133.88,293.613,1433.49,-229.494,293.829,1447.11,-38.2669,293.397,1419.87,-267.784,99.687,1535.33,-2.82047,121.102,1511.92,-262.75,-10.4549,1390.13,-53.0725,21.8988,1360.48,-132.807,140.092,1443.46
1,1673265660.936046670,266.568,48.0813,266.595,123.253,229.209,124.345,304.697,122.139,220.662,203.255,318.391,193.955,213.485,243.189,317.779,242.04,267.53,184.68,-126.512,454.779,1352.92,-133.954,293.069,1433.22,-229.889,293.085,1446.83,-38.0189,293.053,1419.6,-266.889,98.8027,1535.16,-4.25726,121.944,1512.05,-258.373,-7.74086,1386.05,-5.34933,-4.91873,1376.4,-132.539,139.852,1443.36
1,1673265660.968795623,266.936,48.3174,266.853,123.573,229.262,124.825,305.161,122.298,222.349,204.895,319.004,194.757,213.564,245.257,282.866,218.933,268.065,184.924,-125.671,454.33,1353.25,-133.366,292.397,1433.87,-229.846,291.986,1447.4,-36.8862,292.809,1420.34,-262.414,94.4138,1535.5,-2.63646,119.886,1512.89,-258.208,-12.764,1386.18,-88.1686,50.0619,1356.7,-131.265,139.314,1444.19
1,1673265661.002566473,267.199,48.7764,266.998,124.005,229.272,125.433,305.447,122.55,223.221,206.292,318.958,195.016,214.231,242.125,314.141,246.468,268.465,185.503,-125.098,453.419,1353.78,-133.016,291.344,1434.02,-229.855,290.486,1447.61,-36.1765,292.203,1420.43,-260.074,90.6569,1535.52,-2.76353,119.421,1515.71,-256.776,-5.16246,1387.2,-13.9944,-15.4609,1364.8,-130.242,137.839,1444.08
1,1673265661.035534036,267.444,49.5033,267.065,124.782,229.289,126.183,305.568,123.354,224.231,210.968,317.523,196.836,212.883,239.925,279.717,215.593,268.422,186.117,-124.591,451.961,1354.57,-132.813,289.314,1433.63,-229.763,288.525,1447.31,-35.8632,290.104,1419.95,-256.809,77.9143,1532.24,-6.62404,115.512,1527.89,-260.274,0.181381,1388.4,-94.6879,57.416,1343.11,-130.249,136.181,1442.96
1,1673265661.068423809,267.787,50.0777,267.067,124.552,229.329,125.962,305.56,123.114,223.866,209.802,317.545,196.141,213.928,239.234,312.271,245.735,268.361,185.871,-123.775,450.594,1354.56,-132.716,289.692,1432.65,-229.586,288.988,1446.84,-35.8466,290.397,1418.46,-257.986,81.1066,1533.42,-6.54917,117.095,1524.29,-257.701,1.86176,1388.21,-18.4104,-13.6728,1361.06,-130.286,136.679,1441.65
1,1673265661.106297766,268.156,50.73,267.214,124.61,229.672,126.155,305.519,123.033,222.252,203.148,316.5,195.572,214.502,241.22,310.277,243.646,268.627,185.848,-122.973,449.306,1355.34,-132.292,289.423,1432.03,-228.657,288.422,1446.44,-35.9261,290.424,1417.61,-261.297,98.5918,1527.45,-9.36252,118.941,1528.5,-255.756,-2.95966,1385.23,-23.0753,-8.66061,1356.09,-129.483,136.599,1440.19
1,1673265661.136415203,268.843,51.6146,267.561,124.68,230.087,126.215,305.811,123.112,222.697,198.93,313.353,188.375,212.844,242.47,315.258,246.232,268.88,185.804,-121.409,447.447,1356.07,-131.387,289.174,1431.67,-227.586,288.243,1446.31,-35.1883,290.105,1417.02,-259.722,109.713,1525.19,-17.7475,137.951,1525.66,-259.5,-5.98544,1383.76,-11.3335,-14.9083,1365.78,-128.76,136.618,1439.22
1,1673265661.169352810,269.045,51.8995,267.803,124.972,230.318,126.511,306.082,123.401,223.192,202.965,314.034,190.412,214.011,242.758,319.229,243.144,269.06,186.108,-120.902,446.674,1355.78,-130.771,288.418,1431.55,-227.036,287.541,1446.55,-34.5048,289.296,1416.56,-258.966,99.151,1528.52,-15.975,132.896,1530.12,-256.386,-6.67775,1382.22,-1.85949,-7.59253,1378.95,-128.262,135.805,1438.73
